,sel_freq,t_stat,sign,sign_stability,dominant_sign_label,ic_mean,ic_std,n_pos,n_neg,n_zero,feat_w
me,0.8333333333333334,12.071035825233523,1,0.9743589743589743,+,0.04831236247016733,0.026517244131317057,76,2,0,0.9166609438047815
be_me,0.6666666666666666,2.1948080070636906,1,0.6538461538461539,+,0.010988208525293789,0.0321883373715623,51,27,0,0.7331156316782113
sale_me,0.782051282051282,4.154080796987137,1,0.782051282051282,+,0.02077312328365017,0.030287728002473265,61,17,0,0.8755681113976364
ni_me,0.21794871794871795,11.292511349134712,1,0.9743589743589743,+,0.04926153251409407,0.02855410298866521,76,2,0,0.6089618932011809
ocf_me,0.28205128205128205,10.237486210289699,1,0.9743589743589743,+,0.04505036421521125,0.027046751053250054,76,2,0,0.6409898395702638
fcf_me,0.05128205128205128,11.157451392699247,1,0.9871794871794872,+,0.049881375326900367,0.027559431657517668,77,1,0,0.525626757275342
ebitda_mev,0.038461538461538464,10.038213517395173,1,0.9615384615384616,+,0.04749866820685561,0.02850995107535541,75,3,0,0.5191870733715128
div12m_me,0.02564102564102564,7.182118378676607,1,0.8717948717948718,+,0.030273430519366817,0.030964226093635302,68,10,0,0.5120610340179386
gp_at,0.038461538461538464,9.910069061638797,1,0.9358974358974359,+,0.030266290634870564,0.021813643926954424,73,5,0,0.5191810996928753
ope_be,0.1794871794871795,15.418305241427312,1,0.9871794871794872,+,0.04363238297172446,0.01843344089473758,77,1,0,0.5897433884105614
cop_at,0.1282051282051282,19.875966535570907,1,1.0,+,0.03660741192690576,0.012351337095078149,78,0,0,0.5641025617692275
ocf_at,0.47435897435897434,21.232265356237193,1,1.0,+,0.04929633585914286,0.01587897811193646,78,0,0,0.7371794865783905
op_at,0.48717948717948717,21.633471820042445,1,1.0,+,0.04664023175855282,0.01639598831131533,78,0,0,0.7435897431873022
niq_be,0.358974358974359,13.169183749802322,1,0.9871794871794872,+,0.05129876105934814,0.02406274184325122,77,1,0,0.6794852709732351
ret_1_0,1.0,-1.0170858963319171,-1,0.5769230769230769,-,-0.005632292381318708,0.03781453340648405,33,45,0,0.7344045788568513
ret_6_1,0.9230769230769231,4.120491470640756,1,0.7948717948717948,+,0.022512462386606154,0.03638556973916935,62,16,0,0.9455613418629654
ret_12_1,0.9230769230769231,4.2038009624982005,1,0.7692307692307693,+,0.03189145179679862,0.0489115690972549,60,18,0,0.9468196538243769
ret_60_12,0.3717948717948718,2.7332343147618983,1,0.717948717948718,+,0.012548434629104802,0.03263078702193031,56,22,0,0.6248569098632563
resff3_12_1,0.15384615384615385,5.712914377722563,1,0.8333333333333334,+,0.01679155293917127,0.01897224056052633,65,13,0,0.5736309188069795
seas_1_1an,0.9615384615384616,4.334147690189894,1,0.6923076923076923,+,0.019059336243607835,0.02660333255859013,54,24,0,0.967825911418289
at_gr1,0.0641025641025641,-0.8307595823769565,-1,0.5256410256410257,-,-0.004240767980419126,0.031751175704031936,37,41,0,0.22856679761576337
sale_gr1,0.2692307692307692,-0.33912307132336994,1,0.5769230769230769,+,-0.0015248035722645772,0.027822637636511917,45,33,0,0.21859287537649433
capx_gr1,0.20512820512820512,-1.5556542296736087,-1,0.5384615384615384,-,-0.0036832853923632505,0.01576723346897751,36,42,0,0.42829298111632974
inv_gr1,0.1282051282051282,-2.6331920783182166,-1,0.6666666666666666,-,-0.007058134859866027,0.016969784915055117,26,52,0,0.4970700195968183
noa_gr1a,0.16666666666666666,-2.848117120721033,-1,0.6794871794871795,-,-0.010847614021735274,0.023726080233800864,25,53,0,0.5285546060470225
emp_gr1,0.0641025641025641,-1.5692930661106748,-1,0.5256410256410257,-,-0.0054366223751627285,0.021436874719094837,37,41,0,0.35973408794849215
beta_60m,0.8333333333333334,-2.960282013629988,-1,0.6410256410256411,-,-0.018272388266158502,0.04409708832187103,28,50,0,0.8674138681025338
ivol_capm_21d,0.23076923076923078,-11.776608236420792,-1,0.9743589743589743,-,-0.0710491205255824,0.04013912407893847,2,76,0,0.6153769332716165
ivol_ff3_21d,0.0641025641025641,-11.647439356422927,-1,0.9743589743589743,-,-0.07044376373526862,0.039466216904663204,2,76,0,0.5320425407203365
rvol_21d,0.6923076923076923,-10.237992731290133,-1,0.9358974358974359,-,-0.06610186266766574,0.044170582856749574,5,73,0,0.8461180628274172
rmax1_21d,0.0,-10.604978701568962,-1,0.9615384615384616,-,-0.06081965695589824,0.03813849462812397,3,75,0,0.49997520834599596
rmax5_21d,0.01282051282051282,-10.443080798109893,-1,0.9615384615384616,-,-0.06416119083101786,0.040725617290711426,3,75,0,0.5063811079931104
rmax5_rvol_21d,0.9487179487179487,-3.371231432779419,-1,0.7435897435897436,-,-0.012877036105202345,0.02343673371933328,20,58,0,0.9411522222491016
dolvol,0.16666666666666666,4.287759031700719,1,0.7307692307692307,+,0.018344204082980185,0.029177672748430337,57,21,0,0.5697837736031882
